city,overall_rate
لاهیجان,4.3
گرگان,4.0
چالوس,4.0
رشت,3.9
ساری,3.9
محمودآباد,3.8
کردان,3.8
متل قو,3.75
رامسر,3.55
تالش/هشتپر,3.3
ماسال,3.3
فومن,3.2
اصفهان,3.1
بابلسر,2.55
شیرگاه,2.4
تهران,1.7
قشم,1.5
تبریز,1.2
نوشهر,0.0
کاشان,0.0
کیش,0.0
کلاردشت,0.0
اسالم,0.0
مشهد,0.0
قم,0.0
شیراز,0.0
سوادکوه,0.0
سرخرود,0.0
تنکابن/شهسوار,0.0
بندرانزلی,0.0
یزد,0.0
