city,overall_rate
اسالم,0.0
اصفهان,3.1
بابلسر,2.55
بندرانزلی,0.0
رامسر,3.55
رشت,3.9
ساری,3.9
سرخرود,0.0
سوادکوه,0.0
شیراز,0.0
شیرگاه,2.4
تالش,3.3
تبریز,1.2
تنکابن,0.0
تهران,1.7
فومن,3.2
قشم,1.5
قم,0.0
لاهیجان,4.3
نوشهر,0.0
ماسال,3.3
محمودآباد,3.8
مشهد,0.0
متل قو,3.75
کاشان,0.0
کردان,3.8
کلاردشت,0.0
کیش,0.0
گرگان,4.0
چالوس,4.0
یزد,0.0
